Facility Id,Facility Name,Facility Type,Bed Capacity,Region,Licence Issue Date,Inspection Date,Gps Location,Remarks
HF-009867,Collins-Rogers,Community Health Center,22,,2017-06-26,2021-08-27,"13.25165, -58.7213",
HF-009868,"Mcdonald,-Booth-and-Stewart Infirmary",Community Health Center,10,,2019-03-18,2020-12-18,"13.19544, -59.29328",
HF-009869,Knight Ltd,Community Health Center,279,,2017-05-13,2024-03-12,"12557.0, 58575.0",
HF-009870,Dunn-Ryan Polyclinic,Community Health Center,0,,2016-06-10,2021-07-20,,Good
HF-009871,Smith Group Health Centre,,0,,2018-05-11,2022-09-05,"-58.70682, 13.23833",
HF-009872,Underwood-Cain Infirmary,Hospital,446,,2017-09-11,2020-05-19,"12.80195, -58.86734",Needs upgrade
HF-009873,Bryant-Wilson Health Centre,Community Health Center,449,,2023-10-03,2025-09-12,"-59.26057, 12.90091",
HF-009874,Maddox-Fox,Hospital,321,,2016-02-21,2023-08-13,"-58.73262, 13.22986",
HF-009875,"Harris,-Rodriguez-and-Larson Clinic",Hospital,297,,2019-03-23,2025-01-16,"-58.75689, 13.02596",Reinspection due
HF-009876,Fernandez Polyclinic,Community Health Center,428,,2019-04-11,2019-04-15,,
HF-009877,"Osborne, Becker and Castro Hospital",Hospital,0,,2023-06-03,2024-10-27,"-58.80548, 12.86538",
HF-009878,Mcintosh-Smith Infirmary,Polyclinic,0,St. George,2018-12-29,2025-05-21,,Reinspection due
HF-009879,Green-Baker,Community Health Center,0,,2017-06-14,2019-06-30,"125830.0, 58485.0",Good
HF-009880,Perez-Bailey Hospital,,10,St. James,2017-03-07,2019-02-01,"125426.0, 59555.0",Reinspection due
HF-009881,Freeman Ltd Polyclinic,Polyclinic,0,,2019-07-14,2023-09-12,,
HF-009882,Lopez Ltd,Community Health Center,450,,2020-05-03,2023-02-10,,
HF-009883,Mcgee-Soto Infirmary,Hospital,365,St. Michael,2021-11-19,2023-02-11,"-59.23127, 12.88441",
HF-009884,Mckinney-Fisher,Polyclinic,362,,2019-07-28,2024-12-20,"-59.09905, 13.07005",Reinspection due
HF-009885,Mcdonald Ltd,Community Health Center,84,St. Peter,2016-11-20,2025-05-28,,Good
HF-009886,Baker-Woods Clinic,Hospital,390,,2021-12-13,2022-05-13,,Needs upgrade
HF-009887,Baker-Woods Clin,Hospital,390,,2021-12-13,2022-05-13,,Needs upgrade
HF-009888,Johnson-Conrad Medical Center,Polyclinic,10,,2019-09-13,,"-58.82673, 12.82026",Follow-up 2023
HF-009889,Fuller LLC,Community Health Center,0,,2022-08-09,2023-01-21,"-58.77709, 12.75266",
HF-009890,"Mccoy, Bell and Gay Infirmary",Community Health Center,0,,2024-09-15,2025-01-03,"-58.82227, 13.21945",Good
HF-009891,Barker Infirmary,,0,St. George,2022-03-07,2025-03-14,"13.18898, -58.93667",Needs upgrade
HF-009892,Johnson-Douglas,Community Health Center,0,,2018-04-29,,,Needs upgrade
HF-009893,Valentine-Hobbs,,114,,2022-01-01,2022-10-29,,
HF-009894,"Martinez, Rodriguez and Young Medical Center",Polyclinic,29,,2016-02-12,2018-04-08,,Good
HF-009896,Hubbard Inc,Community Health Center,10,St. Peter,2019-10-14,2022-05-11,,Good
HF-009898,Johnson Ltd Polyclinic,,0,St. Michael,2020-06-23,2022-07-04,"-58.9254, 12.93054",Needs upgrade
HF-009899,Hicks LLC,Polyclinic,0,,2017-05-21,2021-10-20,"13.16589, -59.15908",Follow-up 2023
HF-009900,Allen LLC,Polyclinic,201,,,2025-10-29,"13.10743, -58.97173",
HF-009901,"Obrien, Ramirez and Henry",,386,,2019-10-18,2022-09-19,"13021.0, 584426.0",Needs upgrade
HF-009902,Evans-Roach,Polyclinic,10,,2024-11-05,2025-09-28,"-59.16835, 12.96928",Follow-up 2023
HF-009903,Bradley-Swanson Health Centre,Community Health Center,11,,2016-06-28,2019-08-20,"12546.0, 59719.0",
HF-009904,"Jones, Crosby and Lee Hospital",Polyclinic,0,,2016-07-02,2024-10-27,"-59.03342, 13.05475",Reinspection due
HF-009906,Perez-Gay Health Centre,Community Health Center,273,,2017-03-18,2024-12-15,,Reinspection due
HF-009907,Tyler-LLC Health Centre,Community Health Center,0,,2021-06-07,2022-02-03,,
HF-009908,"Landry, Miller and Johnson",Polyclinic,10,,2023-04-12,2025-01-06,"-58.85786, 12.7908",
HF-009909,Chan,Community Health Center,309,St. James,2023-12-29,2025-02-13,,
HF-009910,"Gomez,-Hall-and-Malone Clinic",Community Health Center,452,,2019-07-21,2022-07-02,"13751.0, 58560.0",
HF-009911,Williams-,,379,St. James,2018-06-11,2020-03-11,"-59.22982, 13.09983",
HF-009912,"Kirby, Cooper and Keller Polyclinic",Polyclinic,202,,2017-11-19,2024-10-17,,Follow-up 2023
HF-009913,Perez-Mason Infirmary,Hospital,10,,2023-09-02,2025-08-31,,Reinspection due
HF-009914,Massey Group Medical Center,Polyclinic,222,St. Andrew,2018-08-13,2025-08-12,,Reinspection due
HF-009915,"Morris, Leonard and Ellis Polyclinic",Community Health Center,417,,2018-05-27,2024-01-31,,
HF-009916,"Perez, Madden and Gallagher Hospital",Polyclinic,247,,2019-05-08,2021-10-09,,
HF-009917,Richardson Group Hospital.,Polyclinic,10,St. James,2017-01-06,2020-10-31,"-58.77102, 12.86915",
HF-009918,"Fields,-Gray-and-Wright",,0,,2023-05-10,2025-07-25,"13157.0, 585731.0",
HF-009919,Parker Ltd Hospital,,12,,2019-09-27,2021-02-19,"125011.0, 585221.0",
HF-009920,Smith Inc Polyclinic,,0,,2021-03-23,2023-06-11,,
HF-009921,"Mays, Anderson and Reeves Polyclinic",Community Health Center,430,,2017-10-09,2020-11-19,,Reinspection due
HF-009922,Miles-Kaiser Hospital,Hospital,480,,2023-06-15,2024-02-16,"125847.0, 584432.0",Follow-up 2023
HF-009923,"Reynolds, Miller and Torres",Polyclinic,0,,2018-08-17,2025-12-12,"-58.80714, 13.06986",
HF-009924,Price-and-Sons Medical Center,Hospital,386,,2020-04-27,2023-05-08,"13.09364, -58.76449",
HF-009925,Thomas Health Centre,Polyclinic,188,,2019-12-26,2025-03-27,"-59.27773, 12.89151",Reinspection due
HF-009926,Young Ltd,,114,,2021-05-30,2023-12-15,"-58.73699, 13.13779",Follow-up 2023
HF-009927,Carr-LLC,Community Health Center,0,,2020-10-24,2021-02-16,"12.83983, -58.80041",
HF-009928,Fernandez-Farrell,Community Health Center,476,,2021-08-21,2024-06-18,"124659.0, 585619.0",Needs upgrade
HF-009929,Wilson-Chapman Hospital.,Polyclinic,0,,2016-04-26,2024-02-23,"-59.10074, 12.88303",Needs upgrade
HF-009930,Johnson Health Centre,Hospital,10,,2020-08-27,2025-01-16,"-58.74894, 12.86054",Good
HF-009931,Higgins-Farmer Hospital,Hospital,257,St. Joseph,2019-08-10,2024-03-30,"124532.0, 59132.0",
HF-009932,Powell Group,Polyclinic,385,,2020-09-02,2021-02-25,,Follow-up 2023
HF-009933,Duran-Gray,Polyclinic,102,,2019-12-25,2022-05-25,"-58.75203, 12.84757",Follow-up 2023
HF-009935,Silva-Cannon Hospital,Polyclinic,0,,2018-11-15,2023-11-11,"13013.0, 59220.0",
HF-009937,Foster-Garner Infirmary,,263,,2017-06-17,2022-09-13,"-59.05437, 13.27627",
HF-009938,Hardy Inc Infirmary,Community Health Center,0,St. Lucy,2023-12-31,2024-09-09,"-59.0657, 13.24057",
HF-009939,"Brown,-Perez-and-Turner Infirmary",Community Health Center,489,St. Andrew,2023-04-18,2024-01-09,,
HF-009940,Gutierrez Ltd Infirmary,Community Health Center,315,,2021-12-25,2025-06-18,"-58.76838, 12.87204",
HF-009941,Willis-Armstrong,Polyclinic,0,,2020-06-19,2025-09-19,,Good
HF-009942,"Henderson, Armstrong and Carr Medical Center",Polyclinic,0,,2020-06-21,2025-02-18,,
HF-009943,"Acevedo, Pierce and Campbell Hospital",Community Health Center,140,,2017-02-19,2019-11-17,"-58.85743, 13.19943",
HF-009944,Barrett-Harris,Hospital,0,,2019-02-16,2019-10-20,"124640.0, 5965.0",Follow-up 2023
HF-009945,Evans-Fernandez Health Centre,Community Health Center,347,,2022-10-01,2024-08-26,"-59.21623, 12.83567",Good
HF-009946,Chang-Shelton,Community Health Center,0,St. Peter,2017-06-08,2019-04-22,,
HF-009947,Nelson and Sons Medical Center,Polyclinic,0,,2021-05-12,2024-09-14,,
HF-009948,"Schultz, Williams and Davis Infirmary",Community Health Center,349,St. George,2021-06-01,2025-12-27,,
HF-009950,Powell-Garrison Health Centre,Hospital,483,,2017-09-26,2018-03-02,"131237.0, 591030.0",
HF-009951,"Mcdonald, Lopez and Wright Polyclinic",,10,,2021-06-16,2024-08-23,,
HF-009952,"Hernandez, Jackson and Thompson",Hospital,56,,2023-07-01,2024-04-04,"-59.1307, 13.21061",
HF-009953,"Conway, Porter and Patton Clinic",,387,,2017-11-02,2022-06-10,,
HF-009954,Reese-Clayton Clinic,Hospital,166,,2016-02-02,2020-05-28,,
HF-009955,Guerra-Maldonado,Polyclinic,0,,2018-02-26,2025-01-19,"12.95547, -59.28303",
HF-009956,"Petersen, Hardin and Rodriguez Hospital",Polyclinic,52,,2018-07-14,2021-02-15,"-59.16238, 13.04453",Good
HF-009957,Patterson-Johnson Clinic,Hospital,327,,2023-04-22,2025-07-05,"125036.0, 585354.0",
HF-009958,Patterson-Johnson Clin,Hospital,327,,2023-04-22,2025-07-05,"125036.0, 585354.0",
HF-009959,"Hall, Jensen and Jones",Polyclinic,463,,2019-12-31,2020-04-10,"131029.0, 591318.0",
HF-009960,Olsen-Harding Hospital,Polyclinic,10,,2021-02-11,2025-10-04,"-59.2609, 12.95565",
HF-009961,Taylor-Brown,Community Health Center,10,St. Lucy,2017-02-27,2023-08-13,,Good
HF-009962,Ryan-Inc,Hospital,400,St. John,2017-11-23,2024-09-19,,Reinspection due
HF-009963,Adams-Baker,,256,,2020-12-10,2021-03-02,"-59.26071, 13.27308",
HF-009964,"Rosales, Mcneil and Gutierrez",,0,,2025-06-03,,"-59.28958, 12.92125",
HF-009965,"Smith, Baker and Cole",Community Health Center,190,St. Lucy,2016-11-27,2018-01-08,"13.1486, -58.79656",
HF-009966,Castillo-Duran Clinic,Polyclinic,254,,2019-03-04,2021-07-13,"-58.70402, 13.04924",
HF-009967,Rodriguez-Wilson Clinic,,68,,2016-12-19,2019-07-23,"-59.03646, 12.8586",Follow-up 2023
HF-009968,"Young,-Ross-and-Andrews Hospital",Hospital,0,,2018-05-22,2019-08-07,,Reinspection due
HF-009969,Hernandez LLC,Polyclinic,197,,2025-06-01,2025-06-11,,Needs upgrade
HF-009970,"Porter, Lucas and Peterson Infirmary",Polyclinic,10,,2023-10-14,2025-07-19,"-58.74219, 13.05671",
HF-009971,"Henson, Vaughn and Williams",Community Health Center,451,St. Andrew,2016-06-07,2024-07-11,"13.00373, -58.81003",
HF-009972,Wright-Gutierrez Infirmary,Hospital,366,,2021-01-11,2025-05-08,,
HF-009973,"Sanchez, Fox and Roberts Health Centre",,184,,2019-11-26,2020-08-11,"-59.15819, 13.02586",
HF-009974,"Evans, Garcia and Vaughn Clinic",Hospital,428,,2023-03-27,2024-02-19,,
HF-009975,"Evans, Garcia and Vaughn Clin",Hospital,428,,2023-03-27,2024-02-19,,
HF-009976,"Hill, Sharp and Osborne",Hospital,367,,2018-02-22,2019-06-30,"12.98983, -59.14521",
HF-009977,Brown Ltd Hospital,Polyclinic,227,,2022-01-03,2025-12-30,"12.85592, -58.94054",Needs upgrade
HF-009978,Scott Infirmary,Polyclinic,0,,2024-01-19,2025-02-01,"-59.09182, 12.74733",Reinspection due
HF-009979,"Christensen, Crawford and Lambert Medical Center",,0,,2022-06-28,2025-12-19,,
HF-009980,Washington-and-Sons Hospital,Community Health Center,0,,2019-09-21,2025-08-12,"12533.0, 591157.0",Needs upgrade
HF-009981,"Garcia, White and Williams",Hospital,10,,2023-12-03,2024-01-17,,
HF-009982,Ramos Clinic,Community Health Center,0,St. George,2019-07-30,2023-11-14,"125827.0, 59651.0",
HF-009983,Guerra-Patterson Medical Center,Polyclinic,313,,2020-01-12,2023-02-25,"-58.97574, 12.89613",
HF-009984,Marks-Moyer Hospital,Hospital,0,St. Andrew,2017-11-20,2019-04-18,,
HF-009985,Martin Ltd,Community Health Center,10,,2021-01-21,2024-02-22,"124832.0, 591211.0",
HF-009986,Banks-Torres,Polyclinic,0,,2016-06-27,2024-02-29,,
HF-009987,Cooper-Vazquez Infirmary,Community Health Center,0,,2020-09-15,2020-11-17,"-58.92271, 12.90414",
HF-009988,"Gray, Murphy and Arnold Hospital",,37,,2019-11-02,2022-08-22,,
HF-009989,Gonzalez LLC Medical Center,,253,,2019-08-12,2025-08-29,,
HF-009990,"Sanchez, Daniels and Mclean",Community Health Center,464,,2023-11-30,2025-08-05,"13.25926, -58.80139",Needs upgrade
HF-009991,Ortega Inc Polyclinic,Polyclinic,0,,2022-01-30,2022-11-30,,
HF-009992,"Moore, Smith and Barnes",Community Health Center,429,,2017-05-28,2021-03-10,,
HF-009993,Vang Inc Polyclinic,Community Health Center,27,St. Michael,2018-09-11,2019-06-26,,Good
HF-009994,"Mays,-Jones-and-Kirby",,10,,2023-11-26,2025-09-09,,
HF-009995,Wilson-Anderson Infirmary,Hospital,0,,2017-01-06,2020-12-30,"-59.09148, 12.95173",
HF-009996,"Harding, Chase and Wang Infirmary",Community Health Center,0,,2020-10-10,2020-11-11,"-58.88956, 13.09849",Good
HF-009997,"Carroll,-Flores-and-Brown",Community Health Center,0,,2023-05-30,2024-11-26,,
HF-009998,"Schneider, Anderson and Rios",Polyclinic,0,,2021-10-05,2024-02-21,,Follow-up 2023
HF-009999,"Beck, Briggs and Wiggins Hospital",Polyclinic,0,,2016-12-03,2025-04-24,"13.20325, -58.96718",Needs upgrade
HF-010000,Hughes Group Medical Center,Polyclinic,125,,2018-11-05,2025-08-30,,Reinspection due
HF-010001,"Marshall, Hall and Hanson Hospital",Community Health Center,121,,2019-02-23,2021-05-08,"-58.78393, 13.09375",
HF-010002,Cruz-LLC,Community Health Center,25,,2019-09-18,2024-09-08,"-59.14217, 12.95237",Needs upgrade
HF-010004,Johnson-Murray Health Centre,,62,St. Andrew,2020-03-05,2025-10-07,,
HF-010006,Ross Group Medical Center,Hospital,0,,2018-08-15,2024-07-15,"-59.07278, 12.79106",
HF-010007,Reeves Inc,Hospital,280,,2016-05-08,2024-11-21,,Reinspection due
HF-010008,Wang-Gonzales Hospital,Hospital,0,St. Michael,2021-04-09,2022-03-20,,
HF-010009,"Thomas,-Hernandez-and-Turner Hospital",Hospital,10,,2021-05-12,2024-06-02,"13228.0, 59856.0",
HF-010010,"Mclean,-Montgomery-and-Mueller",Polyclinic,117,,2020-11-11,2024-08-04,,
HF-010011,Pearson and Sons Hospital,Polyclinic,0,,2020-11-07,2022-04-20,,
HF-010012,"Bradley, Campbell and Ballard",Polyclinic,0,,2022-11-15,2024-01-30,"13.18035, -58.98903",
HF-010014,"Weber,-Lewis-and-White Polyclinic",Polyclinic,0,St. Lucy,2018-06-07,2020-05-25,,
HF-010015,Reid-Group Clinic,Hospital,173,,2023-03-07,2025-05-12,"125345.0, 59211.0",Follow-up 2023
HF-010016,"Reilly, Sellers and Valdez Polyclinic",Community Health Center,382,,2019-12-22,2021-02-15,"13931.0, 59428.0",
HF-010017,"Rogers, Green and Marsh Medical Center",Polyclinic,294,St. Michael,2018-08-14,2019-03-14,"124835.0, 59644.0",
HF-010018,"Reyes, Parker and Johnson",Community Health Center,10,,2019-10-26,2024-05-05,"-58.731, 12.96767",
HF-010019,"Solis,-Adams-and-Alvarez",Community Health Center,10,,2017-01-03,2022-08-24,,Good
HF-010020,Gonzalez and Sons Hospital,,0,,2016-01-17,2018-02-02,,Good
HF-010021,Smith-Richard Hospital,Polyclinic,84,,2022-01-16,2022-03-29,"-58.78371, 12.81167",Follow-up 2023
HF-010023,Garcia-Group Infirmary,Hospital,298,,2017-04-19,2020-05-24,"-58.82748, 12.77417",Follow-up 2023
HF-010024,"Caldwell, Carr and Krause Infirmary",Polyclinic,0,,2018-04-13,2024-11-02,,Needs upgrade
HF-010025,Ramirez-Huang Polyclinic,Polyclinic,310,,2018-05-08,2023-08-13,"13.12025, -59.23336",Needs upgrade
HF-010026,Brandt-Ruiz Health Centre,Community Health Center,414,St. George,2016-08-19,2020-07-31,,Good
HF-010027,"Leonard,-Frazier-and-Lyons",Polyclinic,0,,2019-02-19,2019-08-25,"-58.82535, 13.23057",Needs upgrade
HF-010028,Warren-Ltd,Hospital,481,St. George,2023-05-27,2024-01-16,,
HF-010029,"Blackburn, Knight and Franklin Health Centre",Community Health Center,484,,2021-04-08,2024-05-30,,Needs upgrade
HF-010030,Barrett-Ramirez Clinic,Community Health Center,0,,2016-08-26,2024-02-15,,
HF-010031,Barrett-Ramirez Clin,Community Health Center,0,,2016-08-26,2024-02-15,,
HF-010032,Watts-Cook Clinic,,0,St. Andrew,2019-08-16,2022-02-19,,Follow-up 2023
HF-010033,"White, Barnes and Perez Health Centre",Polyclinic,0,,2017-05-22,2021-12-06,,
HF-010034,Martin-Callahan Hospital,Community Health Center,245,St. Peter,2018-09-06,2020-08-16,"-58.98905, 12.90926",
HF-010035,Weber Inc Polyclinic,Polyclinic,152,,2018-11-06,2019-09-20,,
HF-010036,Johnson-Lynn Medical Center,Hospital,380,,2016-07-06,2024-04-11,"-58.82309, 13.24778",Follow-up 2023
HF-010037,"Holmes, Campos and Grimes",,385,St. John,2022-08-24,2025-07-27,"-59.0366, 12.8388",
HF-010038,"Fry, Williams and Nelson Polyclinic",Community Health Center,210,Christ Church,2020-04-16,2020-10-28,"-58.85184, 13.25148",
HF-010039,"Howell, Galloway and Jenkins Hospital",Community Health Center,86,St. Joseph,2024-02-23,2025-06-14,"-59.29922, 13.08755",
HF-010040,Moss Medical Center,Polyclinic,254,,2017-03-02,2018-12-03,"13033.0, 585754.0",
HF-010041,Gibson-Solis Hospital,Community Health Center,10,,2023-06-11,2024-04-29,,
HF-010042,Davenport- Polyclinic,Hospital,94,,2022-03-07,2024-09-09,"-59.01135, 13.07518",
HF-010043,Jones-and-Sons Hospital,Polyclinic,17,St. Joseph,2016-07-30,2023-08-22,,
HF-010044,Sanchez-Robinson,Polyclinic,0,,2023-07-10,2024-04-29,,
HF-010045,"Carter, Ali and Sanchez",Community Health Center,10,,,2020-01-20,"-59.18945, 12.73168",Needs upgrade
HF-010046,Mathis Inc Clinic,Community Health Center,0,,2018-08-02,2019-04-24,"-58.75095, 12.73316",Follow-up 2023
HF-010047,"Lopez,-Stevenson-and-Patel",Polyclinic,0,,2017-10-21,2020-06-20,"-58.72598, 12.85394",
HF-010048,"Frazier, Campos and Shields",Community Health Center,201,St. James,2016-01-20,2023-02-24,,Needs upgrade
HF-010049,Brooks-Williams,Hospital,275,,2016-06-29,2025-03-28,,Reinspection due
HF-010050,Allen Group,Community Health Center,107,,2021-08-09,2025-05-25,,
HF-010051,Adams-Anderson,Polyclinic,273,,2021-03-06,2024-02-28,"12.87856, -59.04716",Reinspection due
HF-010052,Garcia,Hospital,10,St. Joseph,2023-10-29,2024-04-06,"13737.0, 59522.0",
HF-010053,"Guerrero,-Oliver-and-Clay Health Centre",Community Health Center,365,,2019-10-02,2021-10-27,,
HF-010054,"Wilson, Gray and Arnold Hospital",Community Health Center,0,,2020-02-20,2021-04-24,"13.19614, -59.2219",
HF-010055,Valdez LLC Hospital,,0,,2019-12-24,2024-10-20,"12.98952, -59.07962",
HF-010057,Clark-Perry Health Centre,Polyclinic,0,,2021-07-26,2022-07-11,,
HF-010058,Davis and Sons,,417,,2021-08-30,2023-05-03,"13.25038, -59.1511",
HF-010059,"Lewis,-Walker-and-Best Infirmary",,97,,2023-01-25,2025-02-02,"-59.01571, 12.90923",
HF-010060,Jones LLC Clinic,Community Health Center,260,,2022-05-03,2023-10-05,"-58.87342, 12.79928",
HF-010061,"Hardy, Hart and Valdez Health Centre",Community Health Center,487,,2016-10-23,2020-03-02,"-59.18217, 12.9476",Needs upgrade
HF-010062,"Barker, Pennington and Mccormick Infirmary",Hospital,0,St. Lucy,2019-07-29,2024-02-01,,
HF-010063,Johnson and Sons,Community Health Center,453,St. George,2016-08-25,2020-09-23,"131711.0, 59125.0",
HF-010064,"Wolfe, Carr and Barry",,0,,2019-06-28,2021-01-16,"13.13327, -59.12667",
HF-010065,Williams-Taylor Hospital,Polyclinic,100,,2022-05-04,2023-06-21,"-59.12875, 12.73823",
HF-010066,"Blanchard, Malone and Shepherd Hospital",Community Health Center,398,St. Michael,2022-09-18,2022-12-02,"13355.0, 585841.0",
HF-010067,Scott Ltd Hospital,Hospital,10,,2021-10-13,2025-08-08,,
HF-010068,Smith-Collins Polyclinic,Community Health Center,0,,2019-08-27,2024-06-16,"-58.92886, 13.02313",
HF-010069,"Lane, Gaines and Stafford",Community Health Center,21,St. Andrew,2023-11-10,2025-04-27,"12.7109, -59.13328",
HF-010070,Mcmillan,Polyclinic,0,St. Peter,2019-07-16,2024-10-06,,
HF-010071,"Bentley, Jordan and Mooney",Polyclinic,0,,2022-03-15,2025-10-01,"-59.01102, 12.88022",
HF-010072,Jones-Vang Hospital,Community Health Center,0,,2019-09-21,2020-04-29,"-59.19849, 13.10425",
HF-010073,Morales Group Health Centre,Polyclinic,297,,2024-01-13,2025-04-04,"12.84415, -59.20009",Good
HF-010074,Waters-Group Hospital,Community Health Center,88,St. George,2020-05-23,2023-04-12,"-59.01245, 12.89904",
HF-010075,Johnson-Aguilar Infirmary,Polyclinic,35,,2018-01-16,2023-07-23,"-58.99866, 13.18601",
HF-010076,Bradley-Martinez Hospital,Polyclinic,0,,2018-12-01,2025-02-13,"-58.90301, 13.26153",Needs upgrade
HF-010077,Diaz-Meyer Polyclinic,Community Health Center,10,,2017-02-22,2021-04-21,,Reinspection due
HF-010078,Fernandez-Robinson,Polyclinic,10,,2016-07-16,2018-12-03,"-58.72776, 12.73806",
HF-010079,Cook Group Health Centre,Polyclinic,0,St. Michael,2016-08-19,2025-07-24,"124933.0, 585730.0",
HF-010080,Jones-Boyle Hospital,Hospital,0,,2018-06-26,2021-06-28,"124458.0, 591355.0",Needs upgrade
HF-010081,"Dominguez, Phillips and Wagner Infirmary",Community Health Center,4,,2021-05-05,2022-04-03,"13.07555, -59.24906",Reinspection due
HF-010082,"Mitchell, Mcfarland and Miller Hospital",Hospital,10,,2024-08-08,2025-04-18,,
HF-010083,Davenport-Freeman,Community Health Center,421,,2022-04-24,2024-02-18,"-59.05015, 12.9449",
HF-010084,"Castaneda, Flores and Sandoval Hospital",Community Health Center,10,,2016-10-06,2018-12-26,,
HF-010085,Wilson Inc Health Centre,Polyclinic,10,St. Joseph,2017-09-30,2021-04-30,,Reinspection due
HF-010086,"Phillips, Fernandez and Flores",Polyclinic,10,,2025-07-10,2025-12-15,"-58.94353, 13.21398",
HF-010087,Garcia-Torres,Community Health Center,0,,2017-06-19,2020-03-27,,
HF-010088,"Davis, Gross and Johnson Health Centre",Polyclinic,99,,2023-11-24,2024-07-21,"-59.10767, 12.75904",
